getDevice      getProgram     runProgram     
1.56006        24.8582        75.2534        
1.10402        26.1285        75.6393        
0.843988       26.4782        75.5936        
1.45205        24.7021        75.6336        
0.369158       26.8608        75.615         
3.40406        22.3735        75.6553        
3.36012        22.3784        75.6417        
0.56406        25.759         75.577         
1.02815        26.1216        75.6346        
0.408          26.8173        75.623         
0.127552       27.517         75.6073        
1.06801        25.1252        75.6632        
1.15201        25.9134        75.6231        
0.048426       27.5893        75.6072        
0.672011       25.5184        75.5862        
2.01204        23.5877        75.5849        
1.02402        26.1379        75.6628        
3.38003        22.4555        75.5932        
0.648086       25.5619        75.6859        
1.80002        24.0172        75.6595        
0.660506       26.4419        75.6911        
0.21602        27.0969        75.6601        
0.704021       25.6361        75.6409        
1.89204        23.5047        75.6563        
0.095317       27.481         75.676         
0.248036       27.4044        75.5927        
1.91198        23.5886        75.5926        
0.780008       25.3483        75.601         
1.02428        26.1195        75.6097        
1.77603        24.2654        75.58          
1.02404        26.1569        75.6085        
3.56802        22.3128        75.6526        
29.0459        4.5e-05        72.4374        
0.800068       26.488         75.6535        
1.18402        25.0499        75.6357        
0.704009       26.5138        75.6718        
28.9609        0.039305       72.3975        
3.44001        22.238         75.6918        
1.02032        26.0805        75.6372        
3.63241        21.569         75.6609        
0.620033       26.5617        75.6641        
1.66805        24.5495        75.6364        
0.632099       26.4988        75.6431        
29.097         0.04783        72.3891        
28.949         0.0282         72.3978        
28.9821        0.018425       72.3979        
0.700014       26.5854        75.6623        
0.547953       26.7403        75.6397        
